no,rgs_de,area_lc,ty,genre_cl,ticket_se,dscnt_rt,pblprfr_nm,adhrnc_nm,prfplc_pd,prfplc_nm,viewng_grad_dc
158,2011-06-29,서울,공연,오페라,무료티켓,100%,국립오페라단<지크프리트의 검>(객석나눔),(재)국립오페라단,2011-07-05~2011-07-05,예술의전당 CJ 토월극장,48개월 이상(만 4세이상)
159,2011-06-30,서울,공연,뮤지컬,할인티켓,50%,가족 뮤지컬 <피터팬>,(주)팍스컬쳐,2011-07-23~2011-08-07,장충 체육관 특별 무대,36개월 이상
160,2011-07-04,서울,공연,뮤지컬,무료티켓,100%,뮤지컬 나를부르다(객석나눔),The OnS,2011-07-15~2011-08-28,바다씨어터,8세이상관람가
161,2011-07-04,서울,공연,오페라,할인티켓,50%,오페라 <‘바퀴달린’ 마술피리>,오페라 쁘띠,2011-07-08~2011-07-08,국립극장 달오름극장,취학아동이상 관람가
162,2011-07-04,서울,공연,연극,할인티켓,60%,한여름 밤의 꿈,명동예술극장,2011-08-03~2011-08-21,명동예술극장,8세 이상 관람가
163,2011-07-04,서울,공연,뮤지컬,할인티켓,60%,뮤지컬 나를부르다,The OnS,2011-07-15~2012-01-08,대학로 우리극장,8세이상
164,2011-07-05,서울,공연,국악,할인티켓,50%,오색자미 (五色滋味),(재)세종문화회관 삼청각,2011-07-30~2011-08-27,삼청각 야외공연장,48개월 이상 관람
165,2011-07-05,광주,공연,아동극,할인티켓,60%,어린이율동뮤지컬 “호비쇼”,도원커뮤니티,2011-07-12~2011-07-13,광주문화예술회관 대극장,24개월이상
166,2011-07-06,서울,공연,연극,할인티켓,60%,연극 <내 이름은 김삼순>,(주) 악어컴퍼니,2011-07-12~2011-09-25,대학로 상명아트홀 1관,만 13세이상 관람가
167,2011-07-06,경기,공연,클래식,할인티켓,50%,[경기]2011 현대엠코 청소년음악회 “아이 러브 클래식” ,스피릿앙상블,2011-08-02~2011-08-02,경기도문화의전당 대공연장,만 8세이상
168,2011-07-06,경기,공연,클래식,할인티켓,50%,[고양]2011 현대엠코 청소년음악회 “아이 러브 클래식” ,스피릿앙상블,2011-08-04~2011-08-04,고양아람누리 아람음악당,만 8세이상
169,2011-07-06,경기,공연,클래식,할인티켓,50%,[평촌]2011 현대엠코 청소년음악회 “아이 러브 클래식” ,스피릿앙상블,2011-08-09~2011-08-09,평촌아트홀,
170,2011-07-06,서울,공연,클래식,할인티켓,50%,[노원]2011 현대엠코 청소년음악회 “아이 러브 클래식” ,스피릿앙상블,2011-08-13~2011-08-13,노원문화예술회관 대공연장,만 8세이상
171,2011-07-06,경기,공연,클래식,할인티켓,50%,[안산]2011 현대엠코 청소년음악회 “아이 러브 클래식” ,스피릿앙상블,2011-08-18~2011-08-18,안산문화예술의전당 해돋이극장,만8세이상
172,2011-07-06,서울,공연,뮤지컬,할인티켓,50%,NEW  뮤지컬 <스페셜레터>,(주) 악어컴퍼니,2011-07-12~2013-02-03,대학로 SM아트홀,만 8세이상 관람가
173,2011-07-07,서울,공연,발레/무용,무료티켓,100%,수상한 파라다이스,(재)국립현대무용단,2011-08-07~2011-08-07,예술의전당 CJ 토월극장,초등학생 이상
174,2011-07-07,경남,공연,뮤지컬,무료티켓,100%,뮤지컬 싱글즈,(재) 김해문화재단 김해문화의전당,2011-07-16~2011-07-17,김해문화의전당 누리홀,8세(취학아동)이상
175,2011-07-07,서울,공연,연극,무료티켓,100%,연극 <우동 한 그릇>,(재)마포문화재단,2011-07-07~2011-08-28,마포아트센터 플레이맥,만 7세이상관람가(미취학아동 관람불가)
176,2011-07-07,서울,공연,연극,할인티켓,50%,가족뮤지컬<구름빵>,(재)마포문화재단,2011-07-15~2011-07-24,마포아트센터 아트홀맥,만 24개월이상 관람가
177,2011-07-07,서울,공연,연극,할인티켓,60%,가족뮤지컬<유후와친구들>,(재)마포문화재단,2011-07-29~2011-08-28,마포아트센터 아트홀맥,만 24개월이상 관람가
178,2011-07-07,경기,공연,콘서트,할인티켓,60%,한밤의 재즈 콘서트 <스포트라이트>,(재)하남시문화예술회관,2011-07-22~2011-07-22,하남문화예술회관 소극장 아랑홀,8세이상관람
179,2011-07-08,서울,공연,발레/무용,무료티켓,100%,정오의 춤 판타지,국립무용단,2011-07-12~2011-12-13,국립극장 KB청소년 하늘극장,초등학생이상
180,2011-07-08,경기,공연,연극,할인티켓,50%,연극[라이어1탄]-수원,극단 다람,2011-07-01~2011-07-31,KBS 수원아트홀,만 8세이상 관람가
181,2011-07-08,경기,공연,연극,할인티켓,50%,가족 뮤지컬 [개미와베짱이사계],극단 다람,2011-05-31~2011-07-31,KBS 수원아트홀,만 24개월이상 관람가능
182,2011-07-08,경기,공연,뮤지컬,할인티켓,50%,2011 생명 나눔 릴레이 NANTA - 과천,(주)피엠씨프러덕션,2011-07-23~2011-07-24,과천시민회관 대극장,12개월 이상
183,2011-07-11,서울,공연,콘서트,무료티켓,100%,여우락 페스티벌 '여기 우리 음악이 있다',국립중앙극장,2011-07-19~2011-07-21,국립극장 하늘극장,48개월 이상
184,2011-07-11,경기,공연,연극,무료티켓,100%,가족 뮤지컬 [개미와베짱이사계],극단 다람,2011-07-12~2011-07-31,KBS 수원아트홀,만 24개월이상 관람가능
185,2011-07-11,경기,공연,클래식,무료티켓,100%,청소년음악회[파파하이든의 이야기가 있는 표제음악세계],오산문화예술회관,2011-08-12~2011-08-12,오산문화예술회관 대공연장,8세 이상
186,2011-07-11,서울,공연,뮤지컬,할인티켓,60%,오리지널 드로잉쇼,(주)오리지널 드로잉쇼,2011-07-12~2012-01-31,창조아트센터 1관,8세 이상 관람가
187,2011-07-12,경기,공연,아동극,무료티켓,100%,호랑이 이야기,과천도시공사,2011-08-20~2011-08-20,과천시민회관 대극장,36개월이상
188,2011-07-12,부산,공연,기타,무료티켓,100%,퓨전콘서트 - 공감21,부산시설공단(시민회관),2011-08-19~2011-08-20,부산시민회관 대극장,만4세 이상 관람가
189,2011-07-12,부산,공연,기타,할인티켓,50%,퓨전콘서트-공감21,부산시설공단(시민회관),2011-08-19~2011-08-20,부산시민회관 대극장,만4세 이상 관람가
190,2011-07-13,서울,공연,연극,무료티켓,100%,꽃보다 내 남자,극사랑,2011-07-15~2011-08-28,대학로 가든씨어터,만 12세이상
191,2011-07-13,서울,공연,클래식,무료티켓,100%,"코리안심포니 기획연주회 """"청소년을 위한 협주곡 시리즈""""",(재)코리안심포니오케스트라,2011-08-08~2011-08-08,예술의전당 콘서트홀,초등학생 이상 관람가
192,2011-07-13,서울,공연,클래식,할인티켓,50%,코리안심포니 기획연주회 “청소년을 위한 협주곡 시리즈” ,(재)코리안심포니오케스트라,2011-08-08~2011-08-08,예술의전당 콘서트홀,초등학생 이상 관람가
193,2011-07-13,서울,공연,연극,할인티켓,60%,오월엔 결혼할꺼야,구(주)애드벤치소리아트홀,2011-07-22~2012-06-30,대학로 소리아트홀 2관,13세이상 관람
194,2011-07-13,서울,공연,연극,할인티켓,60%,꽃보다 내 남자,극사랑,2011-07-15~2011-08-28,대학로 가든씨어터,만 12세이상
195,2011-07-15,서울,공연,연극,무료티켓,100%,웃음의 대학,(주)연극열전,2011-07-19~2011-07-29,동숭아트센터 소극장,만 12세 이상
196,2011-07-15,서울,공연,아동극,할인티켓,60%,전유성의 폭소클래식 [얌모얌모 콘서트],(주)창조프로덕션,2011-08-05~2011-10-29,창조아트센터 2관,24개월이상
197,2011-07-15,서울,공연,뮤지컬,할인티켓,60%,어린이 드로잉쇼,(주)창조프로덕션,2011-07-22~2012-01-31,창조아트센터 1관,24개월이상
198,2011-07-18,부산,공연,콘서트,무료티켓,100%,여름을 여는 음악회,동래구문화시설사업소,2011-07-23~2011-07-23,동래문화회관 대극장,7세이상관람가
199,2011-07-18,서울,공연,국악,무료티켓,100%,국립국악원 청소년 여름축제[국악 푸르미르],국립국악원,2011-08-19~2011-08-19,국립국악원 예악당,취학아동 관람가능 
200,2011-07-20,서울,공연,발레/무용,무료티켓,100%,"서울문화재단 댄스 페스티벌 <춤, 열다>",(재) 서울문화재단 홍은예술창작센터,2011-07-22~2011-07-29,서대문문화회관 대극장,전체관람가
201,2011-07-20,서울,공연,연극,무료티켓,100%,[아시테지 여름축제] 100킬로와 코끼리(프랑스),(사)국제아동청소년연극협회한국본부,2011-07-27~2011-07-29,대학로 공간 아울,36개월 이상
202,2011-07-20,서울,공연,연극,무료티켓,100%,[아시테지 여름축제] 브레이크 오(일본),(사)국제아동청소년연극협회한국본부,2011-08-02~2011-08-02,대학로 공간 아울,48개월 이상
203,2011-07-20,서울,공연,연극,무료티켓,100%,"[아시테지 여름축제] 옥신각신 토끼, 자라 이야기",(사)국제아동청소년연극협회한국본부,2011-07-30~2011-07-31,설치극장 정미소,36개월 이상
204,2011-07-20,서울,공연,연극,무료티켓,100%,[아시테지 여름축제] 오돌또기,(사)국제아동청소년연극협회한국본부,2011-08-03~2011-08-03,설치극장 정미소,24개월 이상
205,2011-07-20,경기,공연,뮤지컬,무료티켓,100%,2011 생명 나눔 릴레이 NANTA - 과천,(주)피엠씨프러덕션,2011-07-23~2011-07-24,과천시민회관 대극장,12개월 이상
206,2011-07-20,대구,공연,뮤지컬,무료티켓,100%,피노키오,(재)수성문화재단 수성아트피아,2011-07-23~2011-07-24,대구 수성아트피아 용지홀,36개월이상
207,2011-07-21,서울,공연,클래식,할인티켓,50%,김주영의 에꼴 클래식,(주)빈체로,2011-08-17~2011-08-17,성균관대학교 600주년기념관 새천년홀,취학아동 이상
208,2011-07-21,경기,공연,뮤지컬,할인티켓,60%, 뮤지컬 <마법천자문>,(주)밀레21,2011-08-02~2011-08-19,국립과천과학관 어울림홀,24개월이상관람가
209,2011-07-21,서울,공연,오페라,할인티켓,50%,어린이 오페레타 부니부니,주식회사 벗두리,2011-08-11~2011-08-21,동국대 이해랑예술극장,24개월 이상
210,2011-07-21,경기,공연,뮤지컬,할인티켓,60%,PMC 어린이 뮤지컬<피노키오>,(재)하남시문화예술회관,2011-08-20~2011-08-21,하남문화예술회관 소극장 아랑홀,24개월 이상
211,2011-07-21,경기,공연,콘서트,할인티켓,60%,한 밤의 재즈 콘서트 <전영세 트리오>,(재)하남시문화예술회관,2011-08-26~2011-08-26,하남문화예술회관 소극장 아랑홀,8세 이상
212,2011-07-21,경기,공연,클래식,할인티켓,60%,신나는 클래식 <Listern & Song>,(재)하남시문화예술회관,2011-08-13~2011-08-13,하남문화예술회관 소극장 아랑홀,연령제한 없음
213,2011-07-21,인천,공연,뮤지컬,할인티켓,60%,뮤지컬 <춤추는 태양계>,(주)밀레21,2011-08-02~2011-08-19,인천어린이과학관 공연장, 24개월이상관람가
214,2011-07-25,서울,공연,연극,할인티켓,60%,연극 아시안스위트,조은컴퍼니,2011-07-23~2011-07-31,키작은 소나무 극장,만13세 이상 관람가
215,2011-07-26,경기,공연,오페라,무료티켓,100%,어린이 오페라  헨젤과 그레텔,사단법인 인씨엠예술단,2011-08-05~2011-08-07,고양아람누리 아람극장,만 5세 이상
216,2011-07-26,서울,공연,퍼포먼스,무료티켓,100%,미디어 퍼포먼스 [이상한 나라의 앨리스],(재)한국공연예술센터,2011-09-22~2011-09-25,아르코예술극장 대극장,만 7세 이상 관람가
217,2011-07-26,서울,공연,퍼포먼스,할인티켓,60%,미디어 퍼포먼스 [이상한 나라의 앨리스],(재)한국공연예술센터,2011-09-22~2011-09-25,아르코예술극장 대극장,만 7세 이상 관람가
218,2011-07-26,경기,공연,오페라,할인티켓,80%,어린이 오페라  헨젤과 그레텔,사단법인 인씨엠예술단,2011-08-05~2011-08-07,고양아람누리 아람극장,만 5세 이상
219,2011-07-27,경기,공연,뮤지컬,무료티켓,100%,뮤지컬[싱글즈],용인시청 문화예술과,2011-09-24~2011-09-25,용인여성회관 큰어울마당,중학생이상 관람가
220,2011-07-27,대구,공연,콘서트,할인티켓,60%,[대구] 2011 JK김동욱 콘서트 Tour in Korea,(주)월드쇼마켓,2011-09-24~2011-09-25,경북대학교 대강당(대구),만 7세 이상 관람
221,2011-07-27,부산,공연,콘서트,할인티켓,60%,[부산] 2011 바비킴 전국투어콘서트<Soul together>,(주)월드쇼마켓,2011-08-28~2011-08-28,KBS부산홀,만 7세 이상 관람
222,2011-07-28,서울,공연,콘서트,무료티켓,100%,2011 아시아전통오케스트라 서울공연,(재)전통공연예술진흥재단,2011-08-15~2011-08-15,세종문화회관 대극장,만8세 이상 관람가
223,2011-07-28,경기,공연,기타,할인티켓,50%,리듬 오브 아프리카 전,㈜문화방송,2011-08-01~2011-08-18,일산 킨텍스 3홀,전체관람
224,2011-07-28,서울,공연,콘서트,할인티켓,60%,2011 최현우 매직콘서트 여름버전 <셜록홈즈> - 사라진 마술사,(주)월드쇼마켓,2011-08-20~2011-09-18,용산아트홀 대극장 미르,36개월 이상 관람
225,2011-07-28,서울,공연,콘서트,할인티켓,60%,[서울] 2011 JK김동욱 콘서트 Tour in Seoul,(주)월드쇼마켓,2011-08-18~2011-08-20,충무아트홀 대극장,만 7세 이상 관람
226,2011-07-29,서울,공연,연극,무료티켓,100%,가족뮤지컬 <유후와친구들>,(재)마포문화재단,2011-07-29~2011-08-28,마포아트센터 아트홀맥,24개월이상관람가(24개월이하관람불가)
227,2011-08-01,서울,공연,국악,무료티켓,100%,자미,(재)세종문화회관 삼청각,2011-09-05~2011-09-06,삼청각 일화당 공연장,만 48개월 이상
228,2011-08-01,서울,공연,연극,할인티켓,60%,우어파우스트,명동예술극장,2011-09-03~2011-10-03,명동예술극장,고등학생 이상 관람가
229,2011-08-03,부산,공연,뮤지컬,할인티켓,60%,넌센스2-부산,(주)월드쇼마켓,2011-08-19~2012-01-31,AN아트홀 서면,만 7세 이상관람
230,2011-08-04,부산,공연,콘서트,무료티켓,100%,시원한 여름 음악회,동래구문화시설사업소,2011-08-13~2011-08-13,동래문화회관 대극장,만 7세이상
231,2011-08-04,서울,공연,연극,무료티켓,100%,보이체크,(재)국립극단,2011-08-23~2011-09-10,대학로예술극장 대극장,고등학생이상 관람가
232,2011-08-04,서울,공연,연극,할인티켓,60%,보이체크,(재)국립극단,2011-08-23~2011-09-10,대학로예술극장 대극장,고등학생이상 관람가
233,2011-08-04,서울,공연,연극,할인티켓,50%,완득이 12차,극단 김동수컴퍼니,2011-09-08~2011-10-08,대학로 김동수플레이하우스 ,전연령층
234,2011-08-05,서울,공연,연극,무료티켓,100%,상주국수집,(재)국립극단,2011-09-02~2011-09-18,국립극단 소극장 판,만 13세 이상 관람가
235,2011-08-05,서울,공연,연극,할인티켓,60%,상주국수집,(재)국립극단,2011-09-02~2011-09-18,국립극단 소극장 판,만 13세 이상 관람가
236,2011-08-08,부산,공연,콘서트,무료티켓,100%,애니메이션 음악회,부산 메트로폴리탄 팝스 오케스트라,2011-08-11~2011-08-11,부산시민회관 대극장,만5세이상
237,2011-08-08,부산,공연,콘서트,할인티켓,70%,애니메이션 음악회,부산 메트로폴리탄 팝스 오케스트라,2011-08-11~2011-08-11,부산시민회관 대극장,만5세이상
238,2011-08-09,서울,공연,콘서트,무료티켓,100%,나를 찾아 떠나는 음악여행,세계문화오픈 서울사무소,2011-08-13~2011-10-22,안국동 해빛 공연장,만 7세 이상
239,2011-08-09,경기,공연,클래식,무료티켓,100%,백혜선 리사이틀(Peace & Piano Festival),경기도문화의전당,2011-08-16~2011-08-16,경기도문화의전당 대공연장,만7세 이상
240,2011-08-09,경기,공연,클래식,무료티켓,100%,피스콘서트(Peace & Piano Festival),경기도문화의전당,2011-08-19~2011-08-19,경기도문화의전당 대공연장,만 7세이상
